REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1988-12,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,75.3,,,,1
1988-12,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,75.7,,,,1
1988-12,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,74.7,,,,1
1988-12,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,69.8,,,,1
1988-12,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,72.8,,,,1
1988-12,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,70.7,,,,1
1988-12,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,70.2,,,,1
1988-12,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,76.6,,,,1
1988-12,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,78.8,,,,1
1989-01,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,74.9,,,,1
1989-01,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,79.0,,,,1
1989-01,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,75.4,,,,1
1989-01,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,75.3,,,,1
1989-01,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,75.9,,,,1
1989-01,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,76.2,,,,1
1989-01,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,75.7,,,,1
1989-01,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,70.3,,,,1
1989-01,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,74.5,,,,1
1989-01,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,72.0,,,,1
1989-01,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,71.1,,,,1
1989-01,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,77.3,,,,1
1989-01,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,77.8,,,,1
1989-02,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,75.6,,,,1
1989-02,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,78.9,,,,1
1989-02,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,74.8,,,,1
1989-02,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,75.2,,,,1
1989-02,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,75.4,,,,1
1989-02,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,77.2,,,,1
1989-02,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,76.3,,,,1
1989-02,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,70.3,,,,1
1989-02,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,74.0,,,,1
1989-02,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,72.7,,,,1
1989-02,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,71.4,,,,1
1989-02,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,77.4,,,,1
1989-02,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,78.1,,,,1
1989-03,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,75.6,,,,1
1989-03,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,79.2,,,,1
1989-03,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,75.2,,,,1
1989-03,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,74.7,,,,1
1989-03,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,75.0,,,,1
1989-03,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,76.9,,,,1
1989-03,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,76.6,,,,1
1989-03,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,71.0,,,,1
1989-03,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,74.4,,,,1
1989-03,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,72.6,,,,1
1989-03,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,71.2,,,,1
1989-03,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,77.7,,,,1
1989-03,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,77.7,,,,1
1989-04,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,75.9,,,,1
1989-04,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,79.8,,,,1
1989-04,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,75.5,,,,1
1989-04,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,75.4,,,,1
1989-04,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,75.8,,,,1
1989-04,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,77.6,,,,1
1989-04,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,77.3,,,,1
1989-04,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,70.4,,,,1
1989-04,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,74.5,,,,1
1989-04,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,72.8,,,,1
1989-04,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,69.7,,,,1
1989-04,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,78.3,,,,1
1989-04,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,79.4,,,,1
1989-05,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,76.4,,,,1
1989-05,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,80.3,,,,1
1989-05,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,76.0,,,,1
1989-05,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,76.0,,,,1
1989-05,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,76.4,,,,1
1989-05,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,78.4,,,,1
1989-05,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,77.2,,,,1
1989-05,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,70.9,,,,1
1989-05,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,75.3,,,,1
1989-05,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,74.0,,,,1
1989-05,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,70.5,,,,1
1989-05,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,78.8,,,,1
1989-05,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,82.4,,,,1
1989-06,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,76.9,,,,1
1989-06,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,80.9,,,,1
1989-06,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,76.8,,,,1
1989-06,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,77.1,,,,1
1989-06,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,77.5,,,,1
1989-06,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,78.9,,,,1
1989-06,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,78.0,,,,1
1989-06,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,71.5,,,,1
1989-06,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,75.8,,,,1
1989-06,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,74.6,,,,1
1989-06,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,70.6,,,,1
1989-06,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,79.2,,,,1
1989-06,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,79.8,,,,1
1989-07,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,77.6,,,,1
1989-07,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,82.0,,,,1
1989-07,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,77.8,,,,1
1989-07,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,78.3,,,,1
1989-07,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,78.5,,,,1
1989-07,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,79.4,,,,1
1989-07,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,78.7,,,,1
1989-07,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,72.4,,,,1
1989-07,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,76.6,,,,1
1989-07,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,75.3,,,,1
1989-07,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,71.2,,,,1
1989-07,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,79.8,,,,1
1989-07,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,79.9,,,,1
1989-08,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,77.1,,,,1
1989-08,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,81.6,,,,1
1989-08,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,77.4,,,,1
1989-08,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,77.9,,,,1
1989-08,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,78.5,,,,1
1989-08,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,78.3,,,,1
1989-08,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,78.1,,,,1
1989-08,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,72.3,,,,1
1989-08,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,76.7,,,,1
1989-08,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,75.0,,,,1
1989-08,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,71.7,,,,1
1989-08,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,80.0,,,,1
1989-08,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,79.9,,,,1
1989-09,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,76.8,,,,1
1989-09,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,80.2,,,,1
1989-09,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,77.2,,,,1
1989-09,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,76.6,,,,1
1989-09,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,76.8,,,,1
1989-09,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,77.5,,,,1
1989-09,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,77.9,,,,1
1989-09,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,72.1,,,,1
1989-09,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,76.4,,,,1
1989-09,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,75.6,,,,1
1989-09,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,72.2,,,,1
1989-09,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,80.1,,,,1
1989-09,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,79.8,,,,1
1989-10,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,77.1,,,,1
1989-10,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,80.3,,,,1
1989-10,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,76.6,,,,1
1989-10,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,76.8,,,,1
1989-10,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,76.9,,,,1
1989-10,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,78.4,,,,1
1989-10,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,78.0,,,,1
1989-10,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,72.4,,,,1
1989-10,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,76.6,,,,1
1989-10,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,74.9,,,,1
1989-10,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,72.6,,,,1
1989-10,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,80.6,,,,1
1989-10,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,79.8,,,,1
1989-11,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,77.0,,,,1
1989-11,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,80.0,,,,1
1989-11,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,77.2,,,,1
1989-11,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,76.8,,,,1
1989-11,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,76.8,,,,1
1989-11,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,78.3,,,,1
1989-11,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,78.0,,,,1
1989-11,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,73.1,,,,1
1989-11,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,77.0,,,,1
1989-11,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,74.6,,,,1
1989-11,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,72.0,,,,1
1989-11,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,80.1,,,,1
1989-11,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,79.4,,,,1
1989-12,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,76.6,,,,1
1989-12,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,80.2,,,,1
1989-12,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,76.9,,,,1
1989-12,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,76.8,,,,1
1989-12,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,76.8,,,,1
1989-12,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,77.3,,,,1
1989-12,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,77.6,,,,1
1989-12,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,72.3,,,,1
1989-12,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,75.6,,,,1
1989-12,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,74.7,,,,1
1989-12,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,72.4,,,,1
1989-12,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,79.9,,,,1
1989-12,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,79.1,,,,1
1990-01,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,78.5,,,,1
1990-01,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,81.5,,,,1
1990-01,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,78.4,,,,1
1990-01,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,78.3,,,,1
1990-01,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,78.4,,,,1
1990-01,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,79.9,,,,1
1990-01,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,79.3,,,,1
1990-01,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,74.3,,,,1
1990-01,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,77.6,,,,1
1990-01,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,76.7,,,,1
1990-01,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,73.6,,,,1
1990-01,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,79.8,,,,1
1990-01,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,79.7,,,,1
1990-02,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,79.2,,,,1
1990-02,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,82.5,,,,1
1990-02,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,80.0,,,,1
1990-02,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,79.8,,,,1
1990-02,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,80.4,,,,1
1990-02,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,80.8,,,,1
1990-02,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,80.1,,,,1
1990-02,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,74.8,,,,1
1990-02,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,77.8,,,,1
1990-02,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,76.7,,,,1
1990-02,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,74.2,,,,1
1990-02,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,80.7,,,,1
1990-02,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,80.3,,,,1
1990-03,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,79.4,,,,1
1990-03,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,82.9,,,,1
1990-03,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,79.9,,,,1
1990-03,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,80.2,,,,1
1990-03,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,80.7,,,,1
1990-03,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,80.7,,,,1
1990-03,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,80.3,,,,1
1990-03,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,75.1,,,,1
1990-03,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,78.3,,,,1
1990-03,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,76.7,,,,1
1990-03,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,74.6,,,,1
1990-03,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,80.2,,,,1
1990-03,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,81.3,,,,1
1990-04,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,78.8,,,,1
1990-04,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,82.6,,,,1
1990-04,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,79.9,,,,1
1990-04,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,79.9,,,,1
1990-04,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,81.0,,,,1
1990-04,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,79.6,,,,1
1990-04,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,79.7,,,,1
1990-04,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,74.2,,,,1
1990-04,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,78.0,,,,1
1990-04,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,77.2,,,,1
1990-04,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,74.6,,,,1
1990-04,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,80.7,,,,1
1990-04,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,80.5,,,,1
1990-05,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,79.0,,,,1
1990-05,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,82.5,,,,1
1990-05,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,79.7,,,,1
1990-05,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,79.8,,,,1
1990-05,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,80.3,,,,1
1990-05,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,79.9,,,,1
1990-05,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,80.0,,,,1
1990-05,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,74.5,,,,1
1990-05,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,78.1,,,,1
1990-05,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,76.9,,,,1
1990-05,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,74.6,,,,1
1990-05,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,81.3,,,,1
1990-05,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,82.4,,,,1
1990-06,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,80.1,,,,1
1990-06,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,83.1,,,,1
1990-06,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,80.3,,,,1
1990-06,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,80.1,,,,1
1990-06,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,80.3,,,,1
1990-06,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,80.6,,,,1
1990-06,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,81.4,,,,1
1990-06,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,75.7,,,,1
1990-06,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,79.5,,,,1
1990-06,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,78.2,,,,1
1990-06,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,76.1,,,,1
1990-06,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,81.2,,,,1
1990-06,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,80.9,,,,1
1990-07,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,80.6,,,,1
1990-07,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,83.7,,,,1
1990-07,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,81.3,,,,1
1990-07,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,80.7,,,,1
1990-07,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,81.1,,,,1
1990-07,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,81.4,,,,1
1990-07,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,81.6,,,,1
1990-07,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,76.8,,,,1
1990-07,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,80.2,,,,1
1990-07,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,79.0,,,,1
1990-07,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,76.5,,,,1
1990-07,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,81.9,,,,1
1990-07,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,81.3,,,,1
1990-08,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,79.9,,,,1
1990-08,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,83.9,,,,1
1990-08,Prince Edward Island,2016A000211,Food,2002=100,17,units,0,v41691380,5.3,81.7,,,,1
1990-08,Nova Scotia,2016A000212,Food,2002=100,17,units,0,v41691514,7.3,80.8,,,,1
1990-08,New Brunswick,2016A000213,Food,2002=100,17,units,0,v41691649,9.3,81.1,,,,1
1990-08,Quebec,2016A000224,Food,2002=100,17,units,0,v41691784,11.3,80.5,,,,1
1990-08,Ontario,2016A000235,Food,2002=100,17,units,0,v41691920,14.3,80.9,,,,1
1990-08,Manitoba,2016A000246,Food,2002=100,17,units,0,v41692056,18.3,75.8,,,,1
1990-08,Saskatchewan,2016A000247,Food,2002=100,17,units,0,v41692192,20.3,79.4,,,,1
1990-08,Alberta,2016A000248,Food,2002=100,17,units,0,v41692328,23.3,78.5,,,,1
1990-08,British Columbia,2016A000259,Food,2002=100,17,units,0,v41692463,26.3,76.0,,,,1
1990-08,"Whitehorse, Yukon",2011A00056001009,Food,2002=100,17,units,0,v41692599,29.3,81.3,,,,1
1990-08,"Yellowknife, Northwest Territories",2011A00056106023,Food,2002=100,17,units,0,v41692723,30.3,80.8,,,,1
1990-09,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,79.7,,,,1
